report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,route_type,road_name,cross_street_type,cross_street_name,off_road_description,municipality,related_non_motorist,collision_type,weather,surface_condition,light,traffic_control,driver_substance_abuse,non_motorist_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,latitude,longitude,geolocation
DD5646000D,200039282,Rockville Police Departme,Injury Crash,2020-10-06T07:15:00.000,Maryland (State),FREDERICK RD,County,E GUDE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,227B0B4C-E0E1-4E4C-B2BF-4175C97F2633,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,2748DF8D-8EC0-42D1-99EB-369B08910FB5,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2007,MURCURY,MARINER,UNKNOWN,39.10789333,-77.15927117,"
,  
(39.10789333, -77.15927117)"
DD5646000D,200039282,Rockville Police Departme,Injury Crash,2020-10-06T07:15:00.000,Maryland (State),FREDERICK RD,County,E GUDE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,6D1CF1F8-EA1C-445C-A2ED-D825340614CF,Yes,NO APPARENT INJURY,,UNKNOWN,MD,61E82BF2-18E3-415C-94AC-187A56E78850,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,VAN,CHANGING LANES,South,South,40,No,No,1992,TOYOTA,PREMA,UNKNOWN,39.10789333,-77.15927117,"
,  
(39.10789333, -77.15927117)"
MCP3179001B,200039268,Montgomery County Police,Property Damage Crash,2020-10-06T01:06:00.000,County,RANDOLPH RD,County,TIVOLI LAKE BLVD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,,NONE DETECTED,,8C07D13A-E233-4B1F-BCBE-9AA7FD0CFB6E,Yes,NO APPARENT INJURY,,UNKNOWN,XX,5FBCFF86-16C7-44A4-A47F-20E7FF99C463,DISABLING,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,West,40,No,No,2003,NISSAN,PATHFINDER,NO MISUSE,39.066025,-77.03382167,"
,  
(39.066025, -77.03382167)"
DD5645000G,200039267,Rockville Police Departme,Injury Crash,2020-10-06T00:59:00.000,Maryland (State),FIRST ST,Municipality,BALTIMORE RD,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,060E4184-F099-47E3-8009-0B044BE3D841,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,A4D70107-FB35-4921-9774-579C224688A2,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,FIRE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,East,East,40,No,No,2008,GMC,TRUCK,NO MISUSE,39.08430833,-77.13634,"
,  
(39.08430833, -77.13634)"
DD5645000G,200039267,Rockville Police Departme,Injury Crash,2020-10-06T00:59:00.000,Maryland (State),FIRST ST,Municipality,BALTIMORE RD,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,999E5CCE-1D96-48E7-B1FE-B5C99429C99B,Yes,POSSIBLE INJURY,,UNKNOWN,MD,16AEBD4A-5875-4EAE-A8BC-F5DA6D7D1E3D,DISABLING,NINE OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,ENTERING TRAFFIC LANE,South,South,40,No,No,2003,GMC,YUKON,NO MISUSE,39.08430833,-77.13634,"
,  
(39.08430833, -77.13634)"
MCP22860039,200039239,Montgomery County Police,Property Damage Crash,2020-10-05T20:25:00.000,,,,,"IFO 16143 SHADY GROVE RD ""LA MEXICANA RESTAURANT""",,,OTHER,CLEAR,,DARK LIGHTS ON,,NONE DETECTED,,318966EA-44DC-4566-8009-701C02018A1B,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,E0856C92-5F50-44B4-BFBB-2ECB3409E653,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,ACCELERATING,West,West,10,No,No,2015,MERCRDEZ BENZ,S550,NO MISUSE,39.12048667,-77.17884667,"
,  
(39.12048667, -77.17884667)"
MCP2763003G,200039217,Montgomery County Police,Property Damage Crash,2020-10-05T18:00:00.000,Maryland (State),WOODFIELD RD,County,SNOUFFERS SCHOOL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3805E158-1148-4528-9739-69C5B8C2B7BC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EFA316BA-471C-4476-B6C2-78A6A471DD58,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,1997,HONDA,ACCORD,NO MISUSE,39.16054333,-77.15935333,"
,  
(39.16054333, -77.15935333)"
MCP2763003G,200039217,Montgomery County Police,Property Damage Crash,2020-10-05T18:00:00.000,Maryland (State),WOODFIELD RD,County,SNOUFFERS SCHOOL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,40D5DB2B-9662-4A05-B464-86CE822F6790,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,0352B5FE-C0AC-42AB-9743-3654650F6B59,FUNCTIONAL,FOUR OCLOCK,FOUR OCLOCK,VAN,MAKING U TURN,South,North,45,No,No,2006,KIA,SEDONA,NO MISUSE,39.16054333,-77.15935333,"
,  
(39.16054333, -77.15935333)"
MCP3058003V,200039210,Montgomery County Police,Injury Crash,2020-10-05T17:00:00.000,County,OUTPOST DR,County,LAKE WINDS WAY,,,BICYCLIST,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,076B3772-6EFC-494F-BDAB-4D5DA1E88E41,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,377FDE33-3319-4ACB-B202-7A673954379B,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,10,No,No,2004,TOYOTA,COROLLA,NO MISUSE,39.08815802,-77.22665616,"
,  
(39.08815802, -77.22665616)"
MCP3174002Q,200039202,Montgomery County Police,Property Damage Crash,2020-10-05T16:17:00.000,County,SNOUFFERS SCHOOL RD,County,CHERRY LAUREL LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,18EB15A9-CE3B-4D41-B513-221D8CCE4CCA,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,100E40FA-99C2-43CB-B359-81BAA9EBBEE7,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,North,North,35,No,No,2011,FORD,250,NO MISUSE,39.16332667,-77.22896333,"
,  
(39.16332667, -77.22896333)"
MCP3174002Q,200039202,Montgomery County Police,Property Damage Crash,2020-10-05T16:17:00.000,County,SNOUFFERS SCHOOL RD,County,CHERRY LAUREL LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,7A4AC89F-FD79-474B-83A0-C32CEFF1D0F7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,58726557-5D41-4A91-B49A-DAF84ED063E9,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,35,No,No,2005,FORD,ESCAPE,NO MISUSE,39.16332667,-77.22896333,"
,  
(39.16332667, -77.22896333)"
MCP2864003L,200039197,Montgomery County Police,Injury Crash,2020-10-05T16:01:00.000,Municipality,LONGHILL DR,Municipality,WOOTTON PKWY,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,872292B8-17AD-4378-BE10-4919B557471C,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,8EFE083A-E483-46EB-BA90-28369C6FEFBB,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2017,HYUNDAI,ACCENT,NO MISUSE,39.07092333,-77.17499833,"
,  
(39.07092333, -77.17499833)"
MCP2864003L,200039197,Montgomery County Police,Injury Crash,2020-10-05T16:01:00.000,Municipality,LONGHILL DR,Municipality,WOOTTON PKWY,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FEA270DA-9CA8-4FA1-A624-0E99C840E2BD,Yes,NO APPARENT INJURY,,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,44B3417A-0B94-41FE-A38B-1DA25AA8FFDA,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,35,No,No,2019,HONDA,ACCORD,NO MISUSE,39.07092333,-77.17499833,"
,  
(39.07092333, -77.17499833)"
DD5625004D,200039199,Rockville Police Departme,Property Damage Crash,2020-10-05T16:00:00.000,Municipality,WOODBURN RD,Municipality,SCOTT AVE,,ROCKVILLE,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,ILLEGAL DRUG CONTRIBUTED,,05E91D5A-D615-4DA1-9710-731CC2CD470F,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,9D943694-78DF-4E54-B2EA-B08AD187DAAD,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,10,No,No,2002,FORD,TK,UNKNOWN,39.0835237,-77.13367594,"
,  
(39.0835237, -77.13367594)"
DD5642001M,200039152,Rockville Police Departme,Property Damage Crash,2020-10-05T12:57:00.000,Municipality,MONROE ST,Other Public Roadway,MONROE PL,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,12AF9279-A566-488A-B32D-B22C23579CD3,Yes,NO APPARENT INJURY,,UNKNOWN,MD,5902577D-CFDA-4AEA-910C-848A3F3D8B4C,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2008,BMW,4S,,39.08354317,-77.14955367,"
,  
(39.08354317, -77.14955367)"
DD5642001M,200039152,Rockville Police Departme,Property Damage Crash,2020-10-05T12:57:00.000,Municipality,MONROE ST,Other Public Roadway,MONROE PL,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,64D82219-12A7-40BC-B799-7A8E3885CAF0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7D1213E6-8A8C-4918-B89F-8B5328F8BF45,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,PARKED,,,25,No,Yes,2017,FORD,4S,,39.08354317,-77.14955367,"
,  
(39.08354317, -77.14955367)"
MCP1453008S,200039122,Montgomery County Police,Property Damage Crash,2020-10-05T09:14:00.000,,,,,PARKING LOT OF 21010 FREDERICK RD,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,,NONE DETECTED,,BFBBFEAB-6C66-4570-A131-E44BF449CACF,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FACE8C96-A779-4F89-B93C-D0CFEAA75E92,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,VAN,BACKING,Unknown,Unknown,0,No,No,2016,KIA,SEDONA,NO MISUSE,39.20086833,-77.24854667,"
,  
(39.20086833, -77.24854667)"
MCP1453008S,200039122,Montgomery County Police,Property Damage Crash,2020-10-05T09:14:00.000,,,,,PARKING LOT OF 21010 FREDERICK RD,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,,NONE DETECTED,,FF4DAAA6-89A1-46B3-AFF5-CB3DEEE1B728,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,752EB55C-0B78-46C9-972E-D5D073D3C339,FUNCTIONAL,NINE OCLOCK,NINE OCLOCK,VAN,STOPPED IN TRAFFIC LANE,Unknown,Unknown,0,No,No,2009,CHEVROLET,VAN,NO MISUSE,39.20086833,-77.24854667,"
,  
(39.20086833, -77.24854667)"
DD56280038,200039120,Rockville Police Departme,Property Damage Crash,2020-10-05T09:05:00.000,,,,,PARKING LOT OF 2 W. MONTGOMERY AVE (ROCKVILLE CITY POLICE STATION).,,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,A453C79A-79D2-4305-8F11-F501AF9EDB73,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,WA,34CDDD9C-F680-4E62-9ACA-5C986C422160,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,East,East,5,No,No,2005,MAZDA,TRIBUTE,NO MISUSE,39.08406257,-77.15340206,"
,  
(39.08406257, -77.15340206)"
DD5641001D,200039106,Rockville Police Departme,Property Damage Crash,2020-10-05T08:00:00.000,County,MONTROSE RD,Municipality,TILDENWOOD DR,,ROCKVILLE,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F97AB67E-7C4B-41D4-B5A3-3BCA31CA48E7,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,053801B7-8B92-40B2-8256-0C6AAEA093E2,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,East,East,30,No,No,2012,NISSAN,TK,NO MISUSE,39.05394653,-77.13815925,"
,  
(39.05394653, -77.13815925)"
DD5641001D,200039106,Rockville Police Departme,Property Damage Crash,2020-10-05T08:00:00.000,County,MONTROSE RD,Municipality,TILDENWOOD DR,,ROCKVILLE,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F45F2B66-0A35-465B-9B1A-0E6212D13FB2,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,XX,E4C50B30-DFF4-4D0B-8989-005FE729A2EF,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,East,30,No,No,2018,TOYT,SIENNA,,39.05394653,-77.13815925,"
,  
(39.05394653, -77.13815925)"
MCP30050057,200039103,Montgomery County Police,Property Damage Crash,2020-10-05T07:00:00.000,Maryland (State),GEORGIA AVE,Other Public Roadway,GEORGIAN WAY,,,,ANGLE MEETS LEFT TURN,,WET,DUSK,NO CONTROLS,NONE DETECTED,,1A2F78D4-FBC9-4387-9740-E9CBCD414671,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,315E1135-1353-4E73-941E-D8730057CB4A,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,35,No,No,2003,HOND,4S,NO MISUSE,39.054545000000005,-77.05032667,"
,  
(39.054545, -77.05032667)"
MCP30050057,200039103,Montgomery County Police,Property Damage Crash,2020-10-05T07:00:00.000,Maryland (State),GEORGIA AVE,Other Public Roadway,GEORGIAN WAY,,,,ANGLE MEETS LEFT TURN,,WET,DUSK,NO CONTROLS,NONE DETECTED,,A086E90B-C537-40CE-9E3D-FCFF2BF52958,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,1A6D030C-9478-4ECE-9F0A-9A8E2FAF4CCA,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2011,FORD,VN,NO MISUSE,39.054545000000005,-77.05032667,"
,  
(39.054545, -77.05032667)"
MCP2639009S,200039102,Montgomery County Police,Injury Crash,2020-10-05T06:49:00.000,Maryland (State),UNIVERSITY BLVD W,County,AMHERST AVE,,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,21E70027-AB88-4E25-A46C-D7CD4EBA463A,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,A05CC496-5028-4C27-9472-A48A0247CECB,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,North,30,No,No,2020,FORD,TRANSIT,NO MISUSE,39.04047,-77.04836,"
,  
(39.04047, -77.04836)"
MCP3184001F,200039094,Montgomery County Police,Property Damage Crash,2020-10-04T23:13:00.000,US (State),COLUMBIA PIKE,County,STEWART LA,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,OTHER,NONE DETECTED,,A02EEE61-2247-4718-9161-8CC39D76C72A,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,12C6EFCE-0177-4913-B66D-E576E1FDFFE0,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,2016,HONDA,CIVIC,NO MISUSE,39.04373333,-76.990695,"
,  
(39.04373333, -76.990695)"
MCP3184001F,200039094,Montgomery County Police,Property Damage Crash,2020-10-04T23:13:00.000,US (State),COLUMBIA PIKE,County,STEWART LA,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,OTHER,,,60F9F630-AE60-4386-82E1-A1ADD08E7919,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,802174CB-BDC8-4B4B-AED8-58ADFF69125B,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,PARKED,,,0,No,Yes,2005,TOYOTA,SEQUOIA,,39.04373333,-76.990695,"
,  
(39.04373333, -76.990695)"
MCP2940004Y,200039070,Montgomery County Police,Property Damage Crash,2020-10-04T17:40:00.000,Maryland (State),ROCKVILLE PIKE,Government,WILSON DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,6F6A986C-7CB3-431A-8DC6-E048D85AB634,No,NO APPARENT INJURY,,NOT DISTRACTED,AR,3D5C76C1-6C34-48FE-BFBD-EE2EFD93409B,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,35,No,No,2016,CHEVROLET,SONIC,NO MISUSE,39.001621,-77.0969855,"
,  
(39.001621, -77.0969855)"
MCP2940004Y,200039070,Montgomery County Police,Property Damage Crash,2020-10-04T17:40:00.000,Maryland (State),ROCKVILLE PIKE,Government,WILSON DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,A4012AC2-B611-4CF6-9141-9EB0CA2EAD16,Yes,NO APPARENT INJURY,,NOT DISTRACTED,IN,3E80B41B-0A01-4FB4-A783-E8BB28FDE353,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,North,35,No,No,2012,FORD,ESCAPE,NO MISUSE,39.001621,-77.0969855,"
,  
(39.001621, -77.0969855)"
MCP2940004Y,200039070,Montgomery County Police,Property Damage Crash,2020-10-04T17:40:00.000,Maryland (State),ROCKVILLE PIKE,Government,WILSON DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,37A9AA0C-CDFC-479E-A61D-4CE41D1ABBA2,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,92B460C2-864D-47E8-86B7-00206D7966BA,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,35,No,No,2010,HONDA,ACCORD,NO MISUSE,39.001621,-77.0969855,"
,  
(39.001621, -77.0969855)"
MCP2931004L,200039065,Montgomery County Police,Injury Crash,2020-10-04T17:21:00.000,Maryland (State),ROCKVILLE PIKE,Unknown,HUBBARD DR,,,,SAME DIR REAR END,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D7B0B190-0D58-4808-AC33-994489B0501F,Yes,NO APPARENT INJURY,,UNKNOWN,MD,7542D6E0-03AE-4111-A1D6-5C347FF65C11,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,North,40,No,No,2007,FORD,CROWN VIC,,39.05455167,-77.117285,"
,  
(39.05455167, -77.117285)"
MCP2931004L,200039065,Montgomery County Police,Injury Crash,2020-10-04T17:21:00.000,Maryland (State),ROCKVILLE PIKE,Unknown,HUBBARD DR,,,,SAME DIR REAR END,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D4CD2B12-BC29-460A-A665-52170BCF19AD,No,POSSIBLE INJURY,,NOT DISTRACTED,CA,CA0598D0-4EE2-467E-8E55-EDA771B2D4D2,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,No,No,2015,SUBARU,CROSSTEK,NO MISUSE,39.05455167,-77.117285,"
,  
(39.05455167, -77.117285)"
MCP3226000X,200039057,Montgomery County Police,Property Damage Crash,2020-10-04T15:55:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,RANDOLPH RD,,,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D6D99F6D-A35D-415C-87FF-FAF1EBA5FEEC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,87AAE5E5-343D-4534-ACD1-DA27D0FCA32A,SUPERFICIAL,FOUR OCLOCK,FOUR OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,40,No,No,2018,NISS,TK,NO MISUSE,39.07545133,-77.0020335,"
,  
(39.07545133, -77.0020335)"
MCP3226000X,200039057,Montgomery County Police,Property Damage Crash,2020-10-04T15:55:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,RANDOLPH RD,,,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,34229D70-71F4-4A88-8A4C-CDCB7358F122,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,VA,9F856663-BF52-4343-BEA7-2F47FC6BC4EB,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,40,No,No,2016,CEVROLET,CRUZE,NO MISUSE,39.07545133,-77.0020335,"
,  
(39.07545133, -77.0020335)"
MCP3164003R,200039042,Montgomery County Police,Property Damage Crash,2020-10-04T13:30:00.000,County,BLUERIDGE AVE,County,AMHERST AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1D97BC56-7AC0-4382-9324-E5B878685217,Yes,NO APPARENT INJURY,,ADJUSTING AUDIO AND OR CLIMATE CONTROLS,MD,B6AEFED6-09D1-4002-9355-BFB537F2D5CA,FUNCTIONAL,TWO OCLOCK,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,East,East,25,No,No,2015,TOYOTA,COROLLA,NO MISUSE,39.04310833,-77.04931833,"
,  
(39.04310833, -77.04931833)"
MCP9321003H,200039019,Montgomery County Police,Injury Crash,2020-10-04T06:45:00.000,Maryland (State),CONNECTICUT AVE,County,RANDOLPH RD,,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,1FB870A9-F821-451B-A1AD-AB3C859493DD,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,2765F19F-41EB-4ED5-B262-BAC223CC30C8,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2017,FORD,ESCAPE,NO MISUSE,39.05726565,-77.07330811,"
,  
(39.05726565, -77.07330811)"
MCP9321003H,200039019,Montgomery County Police,Injury Crash,2020-10-04T06:45:00.000,Maryland (State),CONNECTICUT AVE,County,RANDOLPH RD,,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,38C873C6-F8C7-472B-88D6-CEB99CABD11A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,AC84ABBC-2DCC-4F4B-A5CC-39D144CCBCF5,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,South,South,40,No,No,2012,CHEVROLET,EXPRESS,NO MISUSE,39.05726565,-77.07330811,"
,  
(39.05726565, -77.07330811)"
MCP2976003V,200039002,Montgomery County Police,Property Damage Crash,2020-10-04T01:18:00.000,County,DILSTON RD,County,AVENEL RD,,,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,8EDA1DE4-1D74-4705-BB2F-106D6E41A70B,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,BAAC2DB1-19F1-4AD6-91A2-616A499635CD,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2005,CHRYSLER,300,NO MISUSE,39.01160156,-76.97994709999999,"
,  
(39.01160156, -76.9799471)"
DM84980003,200038986,Takoma Park Police Depart,Property Damage Crash,2020-10-03T22:46:00.000,County,UNIVERSITY BLVD E SERV RD,County,MERRIMAC DR,,,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,DC007BD5-01BB-4ACD-B849-F48B8254E4CC,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,74863510-75C7-4E42-8981-BD0CB5A0E1F9,DISABLING,ONE OCLOCK,TWO OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,South,South,30,No,No,2011,BMW,535I,NO MISUSE,38.99235667,-76.99139667,"
,  
(38.99235667, -76.99139667)"
DM84980003,200038986,Takoma Park Police Depart,Property Damage Crash,2020-10-03T22:46:00.000,County,UNIVERSITY BLVD E SERV RD,County,MERRIMAC DR,,,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,1D8F8F7F-1C24-4917-AC6D-E7E92C61F574,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0B1672EC-9FC4-4607-8565-F1D68422D710,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,30,No,No,2010,TOYOTA,COROLLA,NO MISUSE,38.99235667,-76.99139667,"
,  
(38.99235667, -76.99139667)"
MCP9432002T,200038974,Montgomery County Police,Property Damage Crash,2020-10-03T20:15:00.000,County,COMUS RD,Maryland (State),OLD HUNDRED RD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,,4CCDAEBA-9DBA-4894-8E9E-0170CCD8D696,Yes,NO APPARENT INJURY,,UNKNOWN,,F8B6C9D9-DD7E-420F-B9C7-EFAD601644EF,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,30,No,No,2011,NISSAN,VERSA,,39.24801167,-77.35140167,"
,  
(39.24801167, -77.35140167)"
